会社名,路線系統,所属基地,形式,番台,編成名,号車,略号,車両番号,車両ID,始,終,見出しアイコン,車体アイコン,左パンタ,右パンタ,左台車,右台車,左方向,右方向,ATACS-ID,見出し特記事項,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-1,1,Mc,HB-E211-1,hbe210-01,2015/1/16,,hbe210,mgkaze1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-1,2,Mc',HB-E212-1,hbe210-02,2015/1/16,,hbe210,mgkaze2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-2,1,Mc,HB-E211-2,hbe210-03,2015/1/16,,hbe210,mgyume1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-2,2,Mc',HB-E212-2,hbe210-04,2015/1/16,,hbe210,mgyume2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-3,1,Mc,HB-E211-3,hbe210-05,2015/2/13,,hbe210,hbe210-1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-3,2,Mc',HB-E212-3,hbe210-06,2015/2/13,,hbe210,hbe210-2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-4,1,Mc,HB-E211-4,hbe210-07,2015/2/13,,hbe210,hbe210-1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-4,2,Mc',HB-E212-4,hbe210-08,2015/2/13,,hbe210,hbe210-2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-5,1,Mc,HB-E211-5,hbe210-09,2015/3/6,,hbe210,hbe210-1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-5,2,Mc',HB-E212-5,hbe210-10,2015/3/6,,hbe210,hbe210-2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-6,1,Mc,HB-E211-6,hbe210-11,2015/3/6,,hbe210,hbe210-1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-6,2,Mc',HB-E212-6,hbe210-12,2015/3/6,,hbe210,hbe210-2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-7,1,Mc,HB-E211-7,hbe210-13,2015/3/7,,hbe210,hbe210-1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-7,2,Mc',HB-E212-7,hbe210-14,2015/3/7,,hbe210,hbe210-2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-8,1,Mc,HB-E211-8,hbe210-15,2015/3/7,,hbe210,hbe210-1,,,m,t,仙台,石巻・女川,,,,,wc,,,MT78,,,,DT75B,TR260B
JR東日本,仙石線系統,小牛田派出所,HB-E210系,,C-8,2,Mc',HB-E212-8,hbe210-16,2015/3/7,,hbe210,hbe210-2,,,m,t,仙台,石巻・女川,,,,,,,,MT78,,,,DT75B,TR260B
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-1,1,Tc',クハE720-1,e721-01,2006/11/28,2011/3/12,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-1,2,Mc,クモハE721-1,e721-02,2006/11/28,2011/3/12,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-2,1,Tc',クハE720-2,e721-03,2007/01/17,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-2,2,Mc,クモハE721-2,e721-04,2007/01/17,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-3,1,Tc',クハE720-3,e721-05,2007/01/17,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-3,2,Mc,クモハE721-3,e721-06,2007/01/17,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-4,1,Tc',クハE720-4,e721-07,2007/01/17,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-4,2,Mc,クモハE721-4,e721-08,2007/01/17,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-5,1,Tc',クハE720-5,e721-09,2006/12/18,2020/4/30,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-5,2,Mc,クモハE721-5,e721-10,2006/12/18,2020/4/30,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-6,1,Tc',クハE720-6,e721-11,2006/12/18,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-6,2,Mc,クモハE721-6,e721-12,2006/12/18,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-7,1,Tc',クハE720-7,e721-13,2007/01/15,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-7,2,Mc,クモハE721-7,e721-14,2007/01/15,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-8,1,Tc',クハE720-8,e721-15,2007/02/06,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-8,2,Mc,クモハE721-8,e721-16,2007/02/06,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-9,1,Tc',クハE720-9,e721-17,2007/02/06,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-9,2,Mc,クモハE721-9,e721-18,2007/02/06,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-10,1,Tc',クハE720-10,e721-19,2007/02/23,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-10,2,Mc,クモハE721-10,e721-20,2007/02/23,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-11,1,Tc',クハE720-11,e721-21,2007/02/23,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-11,2,Mc,クモハE721-11,e721-22,2007/02/23,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-12,1,Tc',クハE720-12,e721-23,2007/01/15,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-12,2,Mc,クモハE721-12,e721-24,2007/01/15,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-13,1,Tc',クハE720-13,e721-25,2007/01/15,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-13,2,Mc,クモハE721-13,e721-26,2007/01/15,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-14,1,Tc',クハE720-14,e721-27,2007/02/28,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-14,2,Mc,クモハE721-14,e721-28,2007/02/28,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-15,1,Tc',クハE720-15,e721-29,2007/02/28,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-15,2,Mc,クモハE721-15,e721-30,2007/02/28,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-16,1,Tc',クハE720-16,e721-31,2007/03/08,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-16,2,Mc,クモハE721-16,e721-32,2007/03/08,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-17,1,Tc',クハE720-17,e721-33,2007/03/08,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-17,2,Mc,クモハE721-17,e721-34,2007/03/08,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-18,1,Tc',クハE720-18,e721-35,2007/03/23,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-18,2,Mc,クモハE721-18,e721-36,2007/03/23,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-19,1,Tc',クハE720-19,e721-37,2007/03/23,2011/3/12,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-19,2,Mc,クモハE721-19,e721-38,2007/03/23,2011/3/12,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-20,1,Tc',クハE720-20,e721-39,2007/03/23,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-20,2,Mc,クモハE721-20,e721-40,2007/03/23,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-21,1,Tc',クハE720-21,e721-41,2007/03/23,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-21,2,Mc,クモハE721-21,e721-42,2007/03/23,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-22,1,Tc',クハE720-22,e721-43,2007/04/17,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-22,2,Mc,クモハE721-22,e721-44,2007/04/17,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-23,1,Tc',クハE720-23,e721-45,2007/04/17,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-23,2,Mc,クモハE721-23,e721-46,2007/04/17,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-24,1,Tc',クハE720-24,e721-47,2007/04/27,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-24,2,Mc,クモハE721-24,e721-48,2007/04/27,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-25,1,Tc',クハE720-25,e721-49,2007/04/27,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-25,2,Mc,クモハE721-25,e721-50,2007/04/27,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-26,1,Tc',クハE720-26,e721-51,2007/04/27,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-26,2,Mc,クモハE721-26,e721-52,2007/04/27,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-27,1,Tc',クハE720-27,e721-53,2007/04/27,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-27,2,Mc,クモハE721-27,e721-54,2007/04/27,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-28,1,Tc',クハE720-28,e721-55,2007/05/31,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-28,2,Mc,クモハE721-28,e721-56,2007/05/31,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-29,1,Tc',クハE720-29,e721-57,2007/05/31,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-29,2,Mc,クモハE721-29,e721-58,2007/05/31,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-30,1,Tc',クハE720-30,e721-59,2007/05/31,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-30,2,Mc,クモハE721-30,e721-60,2007/05/31,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-31,1,Tc',クハE720-31,e721-61,2007/05/31,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-31,2,Mc,クモハE721-31,e721-62,2007/05/31,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-32,1,Tc',クハE720-32,e721-63,2007/07/06,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-32,2,Mc,クモハE721-32,e721-64,2007/07/06,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-33,1,Tc',クハE720-33,e721-65,2007/07/06,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-33,2,Mc,クモハE721-33,e721-66,2007/07/06,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-34,1,Tc',クハE720-34,e721-67,2007/08/30,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-34,2,Mc,クモハE721-34,e721-68,2007/08/30,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-35,1,Tc',クハE720-35,e721-69,2007/08/30,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-35,2,Mc,クモハE721-35,e721-70,2007/08/30,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-36,1,Tc',クハE720-36,e721-71,2007/09/26,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-36,2,Mc,クモハE721-36,e721-72,2007/09/26,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-37,1,Tc',クハE720-37,e721-73,2007/09/26,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-37,2,Mc,クモハE721-37,e721-74,2007/09/26,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-38,1,Tc',クハE720-38,e721-75,2007/11/02,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-38,2,Mc,クモハE721-38,e721-76,2007/11/02,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-39,1,Tc',クハE720-39,e721-77,2007/11/02,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-39,2,Mc,クモハE721-39,e721-78,2007/11/02,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-40,1,Tc',クハE720-40,e721-79,2010/09/13,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-40,2,Mc,クモハE721-40,e721-80,2010/09/13,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-41,1,Tc',クハE720-41,e721-81,2010/09/13,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-41,2,Mc,クモハE721-41,e721-82,2010/09/13,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-42,1,Tc',クハE720-42,e721-83,2010/09/13,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-42,2,Mc,クモハE721-42,e721-84,2010/09/13,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-43,1,Tc',クハE720-43,e721-85,2010/09/14,,e721-0,e721-0-1,,,t,t,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,wc,,,,,,,,
JR東日本,南東北エリア,仙台車両センター,E721系,0番台,P-43,2,Mc,クモハE721-43,e721-86,2010/09/14,,e721-0,e721-0-2,＞,,m,m,新白河・原ノ町,会津若松・山形・一ノ関,,,om,,,,,,,,,,
