会社名,路線系統,所属基地,形式,番台,編成名,号車,略号,車両番号,車両ID,始,終,見出しアイコン,車体アイコン,左パンタ,右パンタ,左台車,右台車,左方向,右方向,ATACS-ID,見出し特記事項,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ130,8,M',モハE232-7430,e233-7298,2013/12/10,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,60,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ130,9,M,モハE233-7430,e233-7299,2013/12/10,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,60,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ130,10,Tc,クハE233-7030,e233-7300,2013/12/10,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,60,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,1,Tc',クハE232-7031,e233-7301,2013/12/24,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,2,M',モハE232-7231,e233-7302,2013/12/24,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,3,M,モハE233-7231,e233-7303,2013/12/24,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,4,M',モハE232-7031,e233-7304,2013/12/24,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,5,M,モハE233-7031,e233-7305,2013/12/24,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,6,T,サハE233-7031,e233-7306,2013/12/24,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,7,T,サハE233-7231,e233-7307,2013/12/24,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,8,M',モハE232-7431,e233-7308,2013/12/24,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,61,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,9,M,モハE233-7431,e233-7309,2013/12/24,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,61,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ131,10,Tc,クハE233-7031,e233-7310,2013/12/24,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,61,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,1,Tc',クハE232-7032,e233-7311,2019/01/29,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,2,M',モハE232-7232,e233-7312,2019/01/29,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,3,M,モハE233-7232,e233-7313,2019/01/29,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,4,M',モハE232-7032,e233-7314,2019/01/29,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,5,M,モハE233-7032,e233-7315,2019/01/29,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,6,T,サハE233-7032,e233-7316,2019/01/29,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,7,T,サハE233-7232,e233-7317,2019/01/29,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,8,M',モハE232-7432,e233-7318,2019/01/29,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,62,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,9,M,モハE233-7432,e233-7319,2019/01/29,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,62,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ132,10,Tc,クハE233-7032,e233-7320,2019/01/29,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,62,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,1,Tc',クハE232-7033,e233-7321,2019/02/05,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,2,M',モハE232-7233,e233-7322,2019/02/05,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,3,M,モハE233-7233,e233-7323,2019/02/05,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,4,M',モハE232-7033,e233-7324,2019/02/05,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,5,M,モハE233-7033,e233-7325,2019/02/05,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,6,T,サハE233-7033,e233-7326,2019/02/05,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,7,T,サハE233-7233,e233-7327,2019/02/05,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,8,M',モハE232-7433,e233-7328,2019/02/05,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,63,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,9,M,モハE233-7433,e233-7329,2019/02/05,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,63,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ133,10,Tc,クハE233-7033,e233-7330,2019/02/05,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,63,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,1,Tc',クハE232-7034,e233-7331,2019/03/19,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,2,M',モハE232-7234,e233-7332,2019/03/19,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,3,M,モハE233-7234,e233-7333,2019/03/19,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,4,M',モハE232-7034,e233-7334,2019/03/19,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,5,M,モハE233-7034,e233-7335,2019/03/19,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,6,T,サハE233-7034,e233-7336,2019/03/19,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,7,T,サハE233-7234,e233-7337,2019/03/19,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,8,M',モハE232-7434,e233-7338,2019/03/19,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,64,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,9,M,モハE233-7434,e233-7339,2019/03/19,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,64,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ134,10,Tc,クハE233-7034,e233-7340,2019/03/19,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,64,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,1,Tc',クハE232-7035,e233-7341,2019/04/18,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,2,M',モハE232-7235,e233-7342,2019/04/18,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,3,M,モハE233-7235,e233-7343,2019/04/18,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,4,M',モハE232-7035,e233-7344,2019/04/18,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,5,M,モハE233-7035,e233-7345,2019/04/18,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,6,T,サハE233-7035,e233-7346,2019/04/18,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,7,T,サハE233-7235,e233-7347,2019/04/18,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,8,M',モハE232-7435,e233-7348,2019/04/18,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,65,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,9,M,モハE233-7435,e233-7349,2019/04/18,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,65,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ135,10,Tc,クハE233-7035,e233-7350,2019/04/18,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,65,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,1,Tc',クハE232-7036,e233-7351,2019/05/14,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,2,M',モハE232-7236,e233-7352,2019/05/14,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,3,M,モハE233-7236,e233-7353,2019/05/14,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,4,M',モハE232-7036,e233-7354,2019/05/14,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,5,M,モハE233-7036,e233-7355,2019/05/14,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,6,T,サハE233-7036,e233-7356,2019/05/14,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,7,T,サハE233-7236,e233-7357,2019/05/14,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,8,M',モハE232-7436,e233-7358,2019/05/14,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,66,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,9,M,モハE233-7436,e233-7359,2019/05/14,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,66,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ136,10,Tc,クハE233-7036,e233-7360,2019/05/14,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,66,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,1,Tc',クハE232-7037,e233-7361,2019/05/30,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,2,M',モハE232-7237,e233-7362,2019/05/30,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,3,M,モハE233-7237,e233-7363,2019/05/30,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,4,M',モハE232-7037,e233-7364,2019/05/30,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,5,M,モハE233-7037,e233-7365,2019/05/30,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,6,T,サハE233-7037,e233-7366,2019/05/30,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,7,T,サハE233-7237,e233-7367,2019/05/30,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,8,M',モハE232-7437,e233-7368,2019/05/30,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,67,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,9,M,モハE233-7437,e233-7369,2019/05/30,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,67,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ137,10,Tc,クハE233-7037,e233-7370,2019/05/30,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,67,,,,wo,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,1,Tc',クハE232-7038,e233-7371,2019/06/20,,e233ja,e233ja-1,,,t,t,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,2,M',モハE232-7238,e233-7372,2019/06/20,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,3,M,モハE233-7238,e233-7373,2019/06/20,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,4,M',モハE232-7038,e233-7374,2019/06/20,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,5,M,モハE233-7038,e233-7375,2019/06/20,,e233ja,e233ja-2,＜,>,m,m,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,6,T,サハE233-7038,e233-7376,2019/06/20,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,7,T,サハE233-7238,e233-7377,2019/06/20,,e233ja,e233ja-2,,,t,t,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,8,M',モハE232-7438,e233-7378,2019/06/20,,e233ja,e233ja-2,,,m,m,川越,新木場・海老名,68,,,,,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,9,M,モハE233-7438,e233-7379,2019/06/20,,e233ja,e233ja-2,＜,,m,m,川越,新木場・海老名,68,,,,we,,,,,,,,
JR東日本,埼京線系統,川越車両センター,E233系,7000番台,ﾊｴ138,10,Tc,クハE233-7038,e233-7380,2019/06/20,,e233ja,e233ja-3,,,t,t,川越,新木場・海老名,68,,,,wo,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,1,Tc',クハ314-1,315-001,2021/11/7,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,2,M,モハ315-502,315-002,2021/11/7,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,3,M,モハ315-2,315-003,2021/11/7,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,4,T,サハ315-501,315-004,2021/11/7,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,5,T,サハ315-1,315-005,2021/11/7,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,6,M,モハ315-501,315-006,2021/11/7,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,7,M,モハ315-1,315-007,2021/11/7,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C1,8,Tc,クハ315-1,315-008,2021/11/7,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,1,Tc',クハ314-2,315-009,2021/11/18,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,2,M,モハ315-504,315-010,2021/11/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,3,M,モハ315-4,315-011,2021/11/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,4,T,サハ315-502,315-012,2021/11/18,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,5,T,サハ315-2,315-013,2021/11/18,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,6,M,モハ315-503,315-014,2021/11/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,7,M,モハ315-3,315-015,2021/11/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C2,8,Tc,クハ315-2,315-016,2021/11/18,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,1,Tc',クハ314-3,315-017,2021/12/2,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,2,M,モハ315-506,315-018,2021/12/2,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,3,M,モハ315-6,315-019,2021/12/2,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,4,T,サハ315-503,315-020,2021/12/2,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,5,T,サハ315-3,315-021,2021/12/2,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,6,M,モハ315-505,315-022,2021/12/2,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,7,M,モハ315-5,315-023,2021/12/2,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C3,8,Tc,クハ315-3,315-024,2021/12/2,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,1,Tc',クハ314-4,315-025,2021/12/16,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,2,M,モハ315-508,315-026,2021/12/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,3,M,モハ315-8,315-027,2021/12/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,4,T,サハ315-504,315-028,2021/12/16,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,5,T,サハ315-4,315-029,2021/12/16,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,6,M,モハ315-507,315-030,2021/12/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,7,M,モハ315-7,315-031,2021/12/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C4,8,Tc,クハ315-4,315-032,2021/12/16,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,1,Tc',クハ314-5,315-033,2022/1/13,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,2,M,モハ315-510,315-034,2022/1/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,3,M,モハ315-10,315-035,2022/1/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,4,T,サハ315-505,315-036,2022/1/13,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,5,T,サハ315-5,315-037,2022/1/13,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,6,M,モハ315-509,315-038,2022/1/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,7,M,モハ315-9,315-039,2022/1/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C5,8,Tc,クハ315-5,315-040,2022/1/13,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,1,Tc',クハ314-6,315-041,2022/2/9,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,2,M,モハ315-512,315-042,2022/2/9,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,3,M,モハ315-12,315-043,2022/2/9,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,4,T,サハ315-506,315-044,2022/2/9,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,5,T,サハ315-6,315-045,2022/2/9,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,6,M,モハ315-511,315-046,2022/2/9,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,7,M,モハ315-11,315-047,2022/2/9,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C6,8,Tc,クハ315-6,315-048,2022/2/9,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,1,Tc',クハ314-7,315-049,2022/2/24,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,2,M,モハ315-514,315-050,2022/2/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
